Query_Name,Reference_Name,Identity_Score,Query_Coverage,Query_Length
JMPPHP_00130 DUF4351 domain-containing protein,ctg34_26_Bartoloside-T1PKS_18_0,97.03,89.39,264
JMPPHP_00170 5S ribosomal RNA,ctg44_1_1-heptadecene_20_0,100,88.98,118
JMPPHP_00890 clan AA aspartic protease,ctg3_4_lanthipeptide_54_0,99.46,100,369
JMPPHP_00895 hypothetical protein,ctg3_5_lanthipeptide_54_0,99.64,100,276
JMPPHP_00915 hypothetical protein,ctg3_13_lanthipeptide_54_0,98.94,100,663
JMPPHP_00920 hypothetical protein,ctg27_8_T1PKS-Terpene_11_0,96.88,100,609
JMPPHP_00925 15-cis-phytoene desaturase,ctg27_9_T1PKS-Terpene_11_0,96.72,100,1431
JMPPHP_00930 phytoene synthase,ctg27_10_T1PKS-Terpene_11_0,97.53,100,933
JMPPHP_00935 hypothetical protein,ctg27_11_T1PKS-Terpene_11_0,93.47,97.55,408
JMPPHP_00940 hypothetical protein,ctg27_12_T1PKS-Terpene_11_0,97.93,99.18,243
JMPPHP_00945 pirin family protein,ctg27_13_T1PKS-Terpene_11_0,93.8,100,693
JMPPHP_01055 undecaprenyl-diphosphate phosphatase,ctg83_4_lanthipeptide_21_0,98.31,100,948
JMPPHP_01200 pyruvate dehydrogenase (acetyl-transferring) E1 component subunit alpha,ctg2_26_samp_4305_693378_NRPS,75.58,96.14,1035
JMPPHP_02240 hypothetical protein,ctg36_2_NRPS-like_34_0,81.01,82.69,312
JMPPHP_02285 hypothetical protein,ctg82_34_T3PKS-Merocyclophane_5_0,95.1,100,102
JMPPHP_02565 ferredoxin,ctg5_26_RRE-containing_23_0,99.37,100,318
JMPPHP_02570 CTP synthase,ctg5_27_RRE-containing_23_0,97.01,100,1641
JMPPHP_02575 hypothetical protein,ctg5_28_RRE-containing_23_0,95.48,100,354
JMPPHP_02825 AMP-binding enzyme family protein,ctg82_17_T3PKS-Merocyclophane_5_0,98.6,100,3795
JMPPHP_02830 nitroreductase family protein,ctg82_16_T3PKS-Merocyclophane_5_0,98.94,100,663
JMPPHP_02835 bleomycin resistance protein,ctg82_15_T3PKS-Merocyclophane_5_0,98.71,100,930
JMPPHP_02840 AAA-like domain-containing protein,ctg82_14_T3PKS-Merocyclophane_5_0,99.1,100,1443
