Query_Name,Reference_Name,Identity_Score,Query_Coverage,Query_Length
IJGFIK_00170 glycine cleavage system aminomethyltransferase GcvT,ctg34_19_Bartoloside-T1PKS_18_0,96.93,99.91,1107
IJGFIK_00175 NFACT N-terminal and middle domains,ctg34_5_Bartoloside-T1PKS_18_0,96.01,100,1731
IJGFIK_00185 hypothetical protein,ctg30_9_Novel-T3PKS_28_0,98.58,100,141
IJGFIK_00190 resolvase,ctg30_8_Novel-T3PKS_28_0,96.18,100,393
IJGFIK_00300 DUF1995 domain-containing protein,ctg105_6_Anabaenopeptin_16_0,96.37,100,744
IJGFIK_00305 hypothetical protein,ctg105_5_Anabaenopeptin_16_0,97.44,100,273
IJGFIK_00315 hypothetical protein,ctg105_3_Anabaenopeptin_16_0,96.45,100,591
IJGFIK_00380 type I polyketide synthase,ctg82_19_T3PKS-Merocyclophane_5_0,98.41,100,3963
IJGFIK_00385 short chain dehydrogenase,ctg82_18_T3PKS-Merocyclophane_5_0,98.47,100,5442
IJGFIK_00390 AMP-binding enzyme family protein,ctg82_17_T3PKS-Merocyclophane_5_0,98.6,100,3795
IJGFIK_00395 nitroreductase family protein,ctg82_16_T3PKS-Merocyclophane_5_0,99.55,100,660
IJGFIK_00400 bleomycin resistance protein,ctg82_15_T3PKS-Merocyclophane_5_0,98.71,100,930
IJGFIK_00405 AAA-like domain-containing protein,ctg82_14_T3PKS-Merocyclophane_5_0,99.1,100,1443
IJGFIK_00410 receptor ligand binding region family protein,ctg82_13_T3PKS-Merocyclophane_5_0,99.26,99.45,2733
IJGFIK_00615 non-ribosomal peptide synthetase,ctg20_1_NRPS-T1PKS_26_0,100,100,2925
IJGFIK_00620 polyketide synthase,ctg20_2_NRPS-T1PKS_26_0,100,100,4824
IJGFIK_00625 polyketide synthase,ctg20_3_NRPS-T1PKS_26_0,99.97,100,3864
IJGFIK_00730 ATP-dependent Clp endopeptidase proteolytic subunit ClpP,ctg83_20_lanthipeptide_21_0,76.4,73.8,603
IJGFIK_01140 DUF29 domain-containing protein,ctg36_9_NRPS-like_34_0,73.66,87.2,492
IJGFIK_01345 DUF4327 domain-containing protein,ctg3_17_lanthipeptide_54_0,98.33,100,240
IJGFIK_01350 diacylglycerol kinase,ctg3_16_lanthipeptide_54_0,99.18,100,489
IJGFIK_01355 rRNA maturation RNase YbeY,ctg3_15_lanthipeptide_54_0,98.44,100,513
IJGFIK_01360 DUF3285 domain-containing protein,ctg3_14_lanthipeptide_54_0,97.31,100,186
IJGFIK_01365 Mini-ribonuclease 3,ctg82_9_T3PKS-Merocyclophane_5_0,96.64,100,417
IJGFIK_01370 23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB,ctg82_8_T3PKS-Merocyclophane_5_0,96.18,99.77,867
