Strain_Name	Query_Name	Reference_Name	Identity_Score	Query_Coverage	Query_Length
LE17-10A	BHKFFO_04850|LE19-195	ALDGEK_07295	99.62	100.0	531
LE17-10A	BHKFFO_08655|LE19-195	ALDGEK_06305	94.52	100.0	693
LE17-10A	BHKFFO_08660|LE19-195	ALDGEK_06300	95.85	99.18	243
LE17-10A	BHKFFO_08665|LE19-195	ALDGEK_06295	93.22	100.0	339
LE17-10A	BHKFFO_08670|LE19-195	ALDGEK_06290	97.21	100.0	933
LE17-10A	BHKFFO_08675|LE19-195	ALDGEK_06285	96.79	100.0	1431
LE17-10A	BHKFFO_08680|LE19-195	ALDGEK_06280	96.48	100.04	2781
LE17-10A	BHKFFO_08685|LE19-195	ALDGEK_06275	96.17	100.0	1800
LE17-10A	BHKFFO_08690|LE19-195	ALDGEK_06270	97.39	100.0	537
LE17-10A	BHKFFO_08700|LE19-195	ALDGEK_06265	95.66	100.0	783
LE17-10A	BHKFFO_08705|LE19-195	ALDGEK_06260	95.1	74.15	936
LE17-10A	BHKFFO_08710|LE19-195	ALDGEK_06250	97.17	100.0	2928
LE17-10A	BHKFFO_08715|LE19-195	ALDGEK_06245	95.7	99.9	954
LE17-10A	BHKFFO_13445|LE19-195	ALDGEK_03390	97.15	100.0	876
LE17-10A	BHKFFO_13450|LE19-195	ALDGEK_03385	97.6	100.0	1872
LE17-10A	BHKFFO_01885|LE19-195	Unmatched	0.0	0.0	0
LE17-20C	BHKFFO_01885|LE19-195	EIDGHK_10450	91.12	99.35	306
LE17-20C	BHKFFO_04850|LE19-195	EIDGHK_03305	93.22	100.0	531
LE17-20C	BHKFFO_08655|LE19-195	EIDGHK_14210	96.53	99.86	693
LE17-20C	BHKFFO_08660|LE19-195	EIDGHK_14205	95.44	99.18	243
LE17-20C	BHKFFO_08665|LE19-195	EIDGHK_14200	94.1	100.0	339
LE17-20C	BHKFFO_08670|LE19-195	EIDGHK_14195	97.43	100.0	933
LE17-20C	BHKFFO_08675|LE19-195	EIDGHK_14190	97.76	100.0	1431
LE17-20C	BHKFFO_08680|LE19-195	EIDGHK_14185	97.41	100.04	2781
