Strain_Name	Query_Name	Reference_Name	Identity_Score	Query_Coverage	Query_Length
LE17-10A	OCDKLD_05360|LE19-114	ALDGEK_05230	96.67	100.0	240
LE17-10A	OCDKLD_09950|LE19-114	ALDGEK_12460	98.21	100.0	1731
LE17-10A	OCDKLD_10025|LE19-114	ALDGEK_11775	100.0	100.0	264
LE17-10A	OCDKLD_10245|LE19-114	ALDGEK_12465	97.83	100.0	1107
LE17-10A	OCDKLD_11925|LE19-114	ALDGEK_05640	87.99	102.16	693
LE17-10A	OCDKLD_11930|LE19-114	ALDGEK_05645	98.71	100.0	387
LE17-10A	OCDKLD_13545|LE19-114	ALDGEK_05630	98.15	100.0	810
LE17-20C	OCDKLD_05360|LE19-114	EIDGHK_04265	97.92	100.0	240
LE17-20C	OCDKLD_09950|LE19-114	EIDGHK_13570	95.73	100.0	1731
LE17-20C	OCDKLD_10025|LE19-114	EIDGHK_06555	91.1	72.35	264
LE17-20C	OCDKLD_10245|LE19-114	EIDGHK_13565	96.57	100.0	1107
LE17-20C	OCDKLD_11930|LE19-114	EIDGHK_06375	99.74	100.0	387
LE17-20C	OCDKLD_13545|LE19-114	EIDGHK_06415	97.28	100.0	810
LE17-20C	OCDKLD_11925|LE19-114	Unmatched	0.0	0.0	0
LE18-22	OCDKLD_05360|LE19-114	HENFNN_11885	96.67	100.0	240
LE18-22	OCDKLD_09950|LE19-114	HENFNN_17995	95.38	100.0	1731
LE18-22	OCDKLD_10025|LE19-114	HENFNN_09210	98.83	97.35	264
LE18-22	OCDKLD_10245|LE19-114	HENFNN_21585	96.57	100.0	1107
LE18-22	OCDKLD_11925|LE19-114	HENFNN_13905	97.4	100.0	693
LE18-22	OCDKLD_11930|LE19-114	HENFNN_13900	98.94	97.67	387
LE18-22	OCDKLD_13545|LE19-114	HENFNN_13920	97.65	99.88	810
LE19-10	OCDKLD_05360|LE19-114	PGKGJD_09030	97.5	100.0	240
LE19-10	OCDKLD_09950|LE19-114	PGKGJD_02510	96.65	100.0	1731
LE19-10	OCDKLD_10025|LE19-114	PGKGJD_16755	98.44	97.35	264
LE19-10	OCDKLD_10245|LE19-114	PGKGJD_02515	96.47	99.91	1107
LE19-10	OCDKLD_11925|LE19-114	PGKGJD_05610	88.19	101.44	693
LE19-10	OCDKLD_13545|LE19-114	PGKGJD_05630	97.65	99.88	810
LE19-10	OCDKLD_11930|LE19-114	Unmatched	0.0	0.0	0
LE19-114	OCDKLD_05360|LE19-114	OCDKLD_05360	100.0	100.0	240
LE19-114	OCDKLD_09950|LE19-114	OCDKLD_09950	100.0	100.0	1731
LE19-114	OCDKLD_10025|LE19-114	OCDKLD_10025	100.0	100.0	264
LE19-114	OCDKLD_10245|LE19-114	OCDKLD_10245	100.0	100.0	1107
LE19-114	OCDKLD_11925|LE19-114	OCDKLD_11925	100.0	100.0	693
LE19-114	OCDKLD_11930|LE19-114	OCDKLD_11930	100.0	100.0	387
LE19-114	OCDKLD_13545|LE19-114	OCDKLD_13545	100.0	100.0	810
LE19-12	OCDKLD_09950|LE19-114	GMBOIL_21290	95.67	100.0	1731
LE19-12	OCDKLD_10025|LE19-114	GMBOIL_18440	94.92	89.39	264
LE19-12	OCDKLD_10245|LE19-114	GMBOIL_21365	96.57	100.0	1107
LE19-12	OCDKLD_11925|LE19-114	GMBOIL_06170	89.41	100.87	693
LE19-12	OCDKLD_11930|LE19-114	GMBOIL_06180	99.22	100.0	387
LE19-12	OCDKLD_13545|LE19-114	GMBOIL_23145	98.27	100.0	810
LE19-12	OCDKLD_05360|LE19-114	Unmatched	0.0	0.0	0
LE19-13	OCDKLD_05360|LE19-114	IDJNMB_02020	96.67	100.0	240
LE19-13	OCDKLD_09950|LE19-114	IDJNMB_02015	96.07	100.0	1731
LE19-13	OCDKLD_10025|LE19-114	IDJNMB_01430	99.24	100.0	264
LE19-13	OCDKLD_10245|LE19-114	IDJNMB_02010	96.3	100.0	1107
LE19-13	OCDKLD_11925|LE19-114	IDJNMB_01450	99.57	100.0	693
LE19-13	OCDKLD_11930|LE19-114	IDJNMB_01445	99.74	100.0	387
LE19-13	OCDKLD_13545|LE19-114	IDJNMB_01465	98.64	100.0	810
LE19-131	OCDKLD_05360|LE19-114	FLBHPM_09330	97.08	100.0	240
LE19-131	OCDKLD_09950|LE19-114	FLBHPM_09340	95.49	100.0	1731
LE19-131	OCDKLD_10025|LE19-114	FLBHPM_09450	97.03	89.39	264
LE19-131	OCDKLD_10245|LE19-114	FLBHPM_09405	96.21	100.0	1107
LE19-131	OCDKLD_11925|LE19-114	FLBHPM_09425	86.88	102.31	693
LE19-131	OCDKLD_11930|LE19-114	FLBHPM_09435	98.97	100.0	387
LE19-131	OCDKLD_13545|LE19-114	FLBHPM_09410	98.64	100.0	810
LE19-195	OCDKLD_05360|LE19-114	BHKFFO_01020	97.5	100.0	240
LE19-195	OCDKLD_09950|LE19-114	BHKFFO_11935	95.67	100.0	1731
LE19-195	OCDKLD_10025|LE19-114	BHKFFO_09175	98.44	97.35	264
LE19-195	OCDKLD_10245|LE19-114	BHKFFO_11940	96.29	99.91	1107
LE19-195	OCDKLD_11925|LE19-114	BHKFFO_07230	87.73	101.15	693
LE19-195	OCDKLD_11930|LE19-114	BHKFFO_07225	99.22	100.0	387
