Query_Name	Reference_Name	Identity_Score	Query_Coverage	Query_Length
OCDKLD_01785|LE19-114	IHLHBL_20515	98.00	100.00	600
OCDKLD_16965|LE19-114	IHLHBL_07830	98.06	100.00	1911
OCDKLD_16970|LE19-114	IHLHBL_07825	98.31	100.00	771
OCDKLD_16975|LE19-114	IHLHBL_07820	96.68	100.00	1749
OCDKLD_16980|LE19-114	IHLHBL_07815	97.53	100.00	891
OCDKLD_16985|LE19-114	IHLHBL_07810	97.59	100.00	1038
OCDKLD_16990|LE19-114	IHLHBL_07805	98.14	100.00	1398
OCDKLD_16995|LE19-114	IHLHBL_07800	98.29	100.00	702
OCDKLD_17000|LE19-114	IHLHBL_07795	97.98	100.00	1335
OCDKLD_17005|LE19-114	IHLHBL_07790	98.39	89.86	207
OCDKLD_17015|LE19-114	IHLHBL_07785	97.09	100.00	858
OCDKLD_17070 Putative alpha/beta hydrolase	IHLHBL_17930	98.10	70.17	1351
OCDKLD_17080|LE19-114	IHLHBL_18090	98.22	100.00	732
OCDKLD_17100|LE19-114	IHLHBL_18085	97.94	100.00	534
OCDKLD_17105|LE19-114	IHLHBL_18080	96.65	100.00	1284
OCDKLD_17110|LE19-114	IHLHBL_14825	95.16	100.00	186
OCDKLD_17115|LE19-114	IHLHBL_16285	95.73	74.95	531
OCDKLD_17120|LE19-114	IHLHBL_04690	97.67	100.00	1116
OCDKLD_17125|LE19-114	IHLHBL_04695	98.10	91.90	630
OCDKLD_17010|LE19-114	Unmatched	0.0	0.0	0
OCDKLD_17020|LE19-114	Unmatched	0.0	0.0	0
OCDKLD_17025|LE19-114	Unmatched	0.0	0.0	0
OCDKLD_17030|LE19-114	Unmatched	0.0	0.0	0
OCDKLD_17035|LE19-114	Unmatched	0.0	0.0	0
OCDKLD_17040|LE19-114	Unmatched	0.0	0.0	0
OCDKLD_17045|LE19-114	Unmatched	0.0	0.0	0
OCDKLD_17050|LE19-114	Unmatched	0.0	0.0	0
OCDKLD_17055|LE19-114	Unmatched	0.0	0.0	0
OCDKLD_17060|LE19-114	Unmatched	0.0	0.0	0
OCDKLD_17065|LE19-114	Unmatched	0.0	0.0	0
OCDKLD_17085|LE19-114	Unmatched	0.0	0.0	0
OCDKLD_17090|LE19-114	Unmatched	0.0	0.0	0
OCDKLD_17095|LE19-114	Unmatched	0.0	0.0	0
