Query_Name	Reference_Name	Identity_Score	Query_Coverage	Query_Length
OCDKLD_00255|LE19-114	FPMLKI_21625	98.92	100.00	930
OCDKLD_00260|LE19-114	FPMLKI_21620	99.55	100.00	660
OCDKLD_00265|LE19-114	FPMLKI_21615	98.76	100.00	3795
OCDKLD_00270|LE19-114	FPMLKI_21610	99.10	100.00	5445
OCDKLD_00275|LE19-114	FPMLKI_21605	99.17	100.00	3963
OCDKLD_00280|LE19-114	FPMLKI_21600	99.55	100.00	1320
OCDKLD_00285|LE19-114	FPMLKI_21595	99.66	100.00	1176
OCDKLD_00290|LE19-114	FPMLKI_21590	99.50	100.00	606
OCDKLD_00295|LE19-114	FPMLKI_21585	99.33	100.00	1632
OCDKLD_00300|LE19-114	FPMLKI_21580	99.08	100.00	1302
OCDKLD_00305|LE19-114	FPMLKI_21575	99.04	100.00	1356
OCDKLD_00310|LE19-114	FPMLKI_21570	99.19	99.97	3099
OCDKLD_00315|LE19-114	FPMLKI_21565	95.90	100.00	780
OCDKLD_00320|LE19-114	FPMLKI_21560	95.98	100.58	519
OCDKLD_00325|LE19-114	FPMLKI_21555	98.63	100.00	510
OCDKLD_00330|LE19-114	FPMLKI_21555	88.93	100.38	522
OCDKLD_00335|LE19-114	FPMLKI_21550	98.35	100.00	423
OCDKLD_00340|LE19-114	FPMLKI_21545	97.55	100.00	1548
OCDKLD_00345|LE19-114	FPMLKI_21540	98.65	100.00	813
OCDKLD_00355|LE19-114	FPMLKI_21530	97.69	100.00	780
OCDKLD_00360|LE19-114	FPMLKI_21525	98.26	100.00	1491
OCDKLD_07820|LE19-114	FPMLKI_06620	96.97	100.00	2313
OCDKLD_12925|LE19-114	FPMLKI_05845	86.67	82.42	273
OCDKLD_16905|LE19-114	FPMLKI_19215	98.20	100.00	1443
OCDKLD_16910|LE19-114	FPMLKI_19220	97.39	100.00	1530
OCDKLD_16915|LE19-114	FPMLKI_19225	97.91	100.00	1005
OCDKLD_16920|LE19-114	FPMLKI_19230	97.98	100.00	1434
OCDKLD_16925|LE19-114	FPMLKI_19130	97.64	100.00	297
OCDKLD_16930|LE19-114	FPMLKI_19135	98.85	100.00	867
OCDKLD_16935|LE19-114	FPMLKI_19140	99.28	100.00	417
OCDKLD_16940|LE19-114	FPMLKI_19145	99.15	100.00	351
OCDKLD_16945|LE19-114	FPMLKI_19150	98.61	100.00	1149
OCDKLD_16950|LE19-114	FPMLKI_19155	98.30	100.11	882
OCDKLD_16955|LE19-114	FPMLKI_21635	98.64	100.00	2718
OCDKLD_16960|LE19-114	FPMLKI_21630	98.68	100.00	1443
OCDKLD_17545|LE19-114	FPMLKI_06970	98.14	86.14	498
OCDKLD_17550|LE19-114	FPMLKI_06965	99.59	100.00	246
OCDKLD_17555|LE19-114	FPMLKI_06960	99.56	100.00	228
