Query_Name	Reference_Name	Identity_Score	Query_Coverage	Query_Length
accA | LE19-195	JMPPHP_02980	97.78	100.00	990
allA | LE19-195	JMPPHP_15225	97.98	100.00	495
argF | LE19-195	JMPPHP_13285	97.73	100.00	927
argG | LE19-195	JMPPHP_12160	97.43	100.00	1206
aroE | LE19-195	JMPPHP_02365	98.13	100.00	909
arsR | LE19-195	JMPPHP_02020	96.76	100.00	339
atpB | LE19-195	JMPPHP_08325	98.53	100.00	750
atpE | LE19-195	JMPPHP_08330	99.59	100.00	246
atpF | LE19-195	JMPPHP_08340	98.53	100.00	543
atpH | LE19-195	JMPPHP_08345	98.36	100.00	549
bioB | LE19-195	JMPPHP_02350	97.08	100.00	1095
bioY | LE19-195	JMPPHP_02355	97.70	100.00	651
cbbL | LE19-195	JMPPHP_00705	98.16	100.00	1416
cbiT | LE19-195	JMPPHP_07210	96.11	100.00	591
ccb1 | LE19-195	JMPPHP_03820	98.46	100.00	519
ccmK1~~~ccmK | LE19-195	JMPPHP_00725	97.95	100.00	342
ccmL | LE19-195	JMPPHP_00720	97.43	99.68	312
ccsB | LE19-195	JMPPHP_06600	97.57	100.00	987
cdsA | LE19-195	JMPPHP_07215	96.93	100.00	912
coaD | LE19-195	JMPPHP_17950	95.78	100.00	474
cobC | LE19-195	JMPPHP_04720	97.38	100.00	1338
cobD | LE19-195	JMPPHP_06360	95.33	95.54	1098
cobQ | LE19-195	JMPPHP_03105	98.10	100.00	1476
cofG | LE19-195	JMPPHP_18590	96.62	100.00	888
cpcB | LE19-195	JMPPHP_11660	98.27	100.00	519
cpcT1 | LE19-195	JMPPHP_03310	96.58	100.00	585
cpsB | LE19-195	JMPPHP_05460	97.74	100.00	1062
crcB | LE19-195	JMPPHP_01475	94.87	100.00	390
csdA | LE19-195	JMPPHP_12875	95.97	100.00	1215
cyoC | LE19-195	JMPPHP_13250	98.06	98.88	624
dacB | LE19-195	JMPPHP_14910	96.05	99.89	888
ddl | LE19-195	JMPPHP_13065	98.39	100.00	1059
dndE | LE19-195	JMPPHP_18540	97.49	100.00	399
dusA | LE19-195	JMPPHP_18825	96.83	95.04	1029
elsH | LE19-195	JMPPHP_15710	96.68	100.00	783
eno | LE19-195	JMPPHP_19250	97.00	100.00	1299
fabB | LE19-195	JMPPHP_04850	97.74	98.22	1125
fabZ | LE19-195	JMPPHP_09515	96.88	100.00	480
fkpA | LE19-195	JMPPHP_15135	97.11	100.00	519
fmt | LE19-195	JMPPHP_11270	96.12	100.10	978
folE | LE19-195	JMPPHP_12355	98.14	100.00	699
frr | LE19-195	JMPPHP_12395	98.00	100.00	549
galM | LE19-195	JMPPHP_13845	96.33	100.00	873
gcvT | LE19-195	JMPPHP_18510	97.74	99.91	1107
gdhA | LE19-195	JMPPHP_14550	96.60	97.96	1323
gloA | LE19-195	JMPPHP_17580	97.29	100.00	258
gloB | LE19-195	JMPPHP_11075	97.17	100.00	672
glpG | LE19-195	JMPPHP_05515	97.70	100.00	609
gph | LE19-195	JMPPHP_06770	97.27	100.00	696
group_10147 | LE19-195	JMPPHP_18365	95.94	100.00	468
group_10188 | LE19-195	JMPPHP_14025	96.83	100.00	663
group_1022 | LE19-195	JMPPHP_08180	98.53	100.00	204
group_10347 | LE19-195	JMPPHP_17005	95.98	91.86	921
group_11121 | LE19-195	JMPPHP_15305	98.86	100.00	876
group_11207 | LE19-195	JMPPHP_19810	98.39	100.00	435
group_11382 | LE19-195	JMPPHP_13005	96.72	100.00	945
group_11505 | LE19-195	JMPPHP_00700	99.00	100.00	399
group_11521 | LE19-195	JMPPHP_17725	98.41	100.00	378
group_11742 | LE19-195	JMPPHP_06065	97.46	100.00	315
group_11811 | LE19-195	JMPPHP_00625	96.71	100.00	243
group_12083 | LE19-195	JMPPHP_17525	98.33	100.00	240
group_12240 | LE19-195	JMPPHP_17575	97.53	100.00	729
group_12312 | LE19-195	JMPPHP_00730	99.04	100.00	312
group_12349 | LE19-195	JMPPHP_19245	95.01	100.00	762
group_12628 | LE19-195	JMPPHP_12670	96.35	100.00	1014
group_12701 | LE19-195	JMPPHP_16795	96.23	100.00	717
group_12863 | LE19-195	JMPPHP_06140	97.81	100.00	594
group_12983 | LE19-195	JMPPHP_11565	98.40	100.00	438
group_13097 | LE19-195	JMPPHP_12315	95.44	100.00	702
group_13285 | LE19-195	JMPPHP_12015	99.54	100.00	216
group_13377 | LE19-195	JMPPHP_07730	97.06	100.00	951
group_13525 | LE19-195	JMPPHP_11155	97.66	100.00	342
group_13569 | LE19-195	JMPPHP_15950	97.40	100.00	192
group_13775 | LE19-195	JMPPHP_17515	99.33	100.00	297
group_14045 | LE19-195	JMPPHP_11655	98.16	100.00	489
group_14222 | LE19-195	JMPPHP_13175	98.33	100.00	180
