Strain_Name	Query_Name	Reference_Name	Identity_Score	Query_Coverage	Query_Length
LE17-10A	GMBOIL_07875|LE19-12	ALDGEK_18095	96.42	100.12	810
LE17-10A	GMBOIL_07880|LE19-12	ALDGEK_18100	97.66	100.0	1749
LE17-10A	GMBOIL_07885|LE19-12	ALDGEK_18105	97.28	100.0	771
LE17-10A	GMBOIL_07890|LE19-12	ALDGEK_18110	98.33	100.0	1911
LE17-10A	GMBOIL_16695|LE19-12	ALDGEK_18075	98.8	100.0	1335
LE17-10A	GMBOIL_16700|LE19-12	ALDGEK_18080	98.68	100.0	378
LE17-10A	GMBOIL_20695|LE19-12	ALDGEK_18055	98.21	99.68	951
LE17-10A	GMBOIL_20700|LE19-12	ALDGEK_18050	97.54	100.0	732
LE17-10A	GMBOIL_23650|LE19-12	ALDGEK_18085	97.05	99.78	1392
LE17-10A	GMBOIL_17540|LE19-12	Unmatched	0.0	0.0	0
LE17-10A	GMBOIL_17555|LE19-12	Unmatched	0.0	0.0	0
LE17-10A	GMBOIL_17560|LE19-12	Unmatched	0.0	0.0	0
LE17-20C	GMBOIL_07875|LE19-12	EIDGHK_08620	96.67	100.0	810
LE17-20C	GMBOIL_07880|LE19-12	EIDGHK_08625	97.26	100.0	1749
LE17-20C	GMBOIL_07885|LE19-12	EIDGHK_08630	97.8	100.0	771
LE17-20C	GMBOIL_07890|LE19-12	EIDGHK_08635	98.38	100.0	1911
LE17-20C	GMBOIL_16695|LE19-12	EIDGHK_08600	98.73	100.0	1335
LE17-20C	GMBOIL_16700|LE19-12	EIDGHK_08605	98.41	100.0	378
LE17-20C	GMBOIL_20695|LE19-12	EIDGHK_08585	98.63	99.68	951
LE17-20C	GMBOIL_20700|LE19-12	EIDGHK_08580	97.68	100.0	732
LE17-20C	GMBOIL_23650|LE19-12	EIDGHK_08610	96.7	100.0	1392
LE17-20C	GMBOIL_17540|LE19-12	Unmatched	0.0	0.0	0
LE17-20C	GMBOIL_17555|LE19-12	Unmatched	0.0	0.0	0
LE17-20C	GMBOIL_17560|LE19-12	Unmatched	0.0	0.0	0
LE18-22	GMBOIL_07875|LE19-12	HENFNN_01375	99.01	100.0	810
LE18-22	GMBOIL_07880|LE19-12	HENFNN_01380	98.06	100.0	1749
LE18-22	GMBOIL_07885|LE19-12	HENFNN_01385	97.92	100.0	771
LE18-22	GMBOIL_07890|LE19-12	HENFNN_01390	98.38	100.0	1911
LE18-22	GMBOIL_16695|LE19-12	HENFNN_01355	98.58	100.0	1335
LE18-22	GMBOIL_16700|LE19-12	HENFNN_01360	97.88	100.0	378
LE18-22	GMBOIL_20695|LE19-12	HENFNN_11385	98.0	99.68	951
LE18-22	GMBOIL_20700|LE19-12	HENFNN_11380	97.68	100.0	732
LE18-22	GMBOIL_23650|LE19-12	HENFNN_01365	96.84	100.0	1392
LE18-22	GMBOIL_17540|LE19-12	Unmatched	0.0	0.0	0
LE18-22	GMBOIL_17555|LE19-12	Unmatched	0.0	0.0	0
LE18-22	GMBOIL_17560|LE19-12	Unmatched	0.0	0.0	0
LE19-10	GMBOIL_07875|LE19-12	PGKGJD_07225	96.3	100.12	810
LE19-10	GMBOIL_07880|LE19-12	PGKGJD_07230	97.26	100.0	1749
LE19-10	GMBOIL_07885|LE19-12	PGKGJD_12490	97.28	100.0	771
