Strain_Name	Query_Name	Reference_Name	Identity_Score	Query_Coverage	Query_Length
LE17-10A	OCDKLD_01990|LE19-114	ALDGEK_10090	98.39	100.0	744
LE17-10A	OCDKLD_01995|LE19-114	ALDGEK_10095	98.53	100.0	273
LE17-10A	OCDKLD_02005|LE19-114	ALDGEK_10105	98.17	100.0	1746
LE17-10A	OCDKLD_02010|LE19-114	ALDGEK_10110	98.2	100.0	501
LE17-10A	OCDKLD_02320|LE19-114	ALDGEK_11895	100.0	100.0	405
LE17-10A	OCDKLD_02325|LE19-114	ALDGEK_11890	98.7	100.0	1077
LE17-10A	OCDKLD_02330|LE19-114	ALDGEK_11885	99.54	100.0	1752
LE17-10A	OCDKLD_02335|LE19-114	ALDGEK_11875	98.58	99.98	4212
LE17-10A	OCDKLD_02340|LE19-114	ALDGEK_11870	99.2	100.0	7722
LE17-10A	OCDKLD_02345|LE19-114	ALDGEK_11865	97.71	100.0	3237
LE17-10A	OCDKLD_02350|LE19-114	ALDGEK_11860	98.45	100.0	6501
LE17-10A	OCDKLD_02355|LE19-114	ALDGEK_11855	97.8	100.08	1179
LE17-10A	OCDKLD_02360|LE19-114	ALDGEK_11850	99.25	100.0	1065
LE17-10A	OCDKLD_02365|LE19-114	ALDGEK_11845	99.71	100.0	1731
LE17-10A	OCDKLD_02370|LE19-114	ALDGEK_11840	100.0	100.0	201
LE17-10A	OCDKLD_02380|LE19-114	ALDGEK_11830	99.55	100.0	669
LE17-10A	OCDKLD_02385|LE19-114	ALDGEK_11825	99.71	100.0	345
LE17-10A	OCDKLD_02390|LE19-114	ALDGEK_11820	98.37	100.0	981
LE17-10A	OCDKLD_02395|LE19-114	ALDGEK_11815	98.28	86.08	474
LE17-10A	OCDKLD_02400|LE19-114	ALDGEK_11810	99.1	100.0	444
LE17-10A	OCDKLD_02405|LE19-114	ALDGEK_11805	99.74	100.0	390
LE17-10A	OCDKLD_02410|LE19-114	ALDGEK_11800	99.2	100.0	750
LE17-10A	OCDKLD_02415|LE19-114	ALDGEK_11795	98.31	100.0	1299
LE17-10A	OCDKLD_02420|LE19-114	ALDGEK_11790	96.06	100.0	762
LE17-10A	OCDKLD_02425|LE19-114	ALDGEK_11785	98.36	100.0	2079
